subject_id,date,rmssd,sdnn,ln_rmssd,ln_rmssd_7d,acwr_rolling,acwr_ewma,monotony
00000000-0000-0000-0000-000000000001,2025-09-01,57.221475889585754,40.60460581157798,4.046929280536191,,,,
00000000-0000-0000-0000-000000000001,2025-09-02,58.866985669179726,42.33515898775457,4.075280418555805,,,,
00000000-0000-0000-0000-000000000001,2025-09-03,59.44461789327494,41.65533695250563,4.085045087386324,,,,
00000000-0000-0000-0000-000000000001,2025-09-04,61.40477964837768,44.194638533192176,4.117487676559494,,,,
00000000-0000-0000-0000-000000000001,2025-09-05,55.63957497761789,39.52584633220046,4.0188947282341525,,,,
00000000-0000-0000-0000-000000000001,2025-09-06,61.62435789040465,43.575990856961305,4.121057212680247,,,,3.4831364856969436
00000000-0000-0000-0000-000000000001,2025-09-07,60.51893945383329,42.580982775094284,4.102956364870927,4.081093,,,1.863597781944267
00000000-0000-0000-0000-000000000001,2025-09-08,63.13068339517911,42.639288883698335,4.145206917525743,4.095133,,,1.921053942981853
00000000-0000-0000-0000-000000000001,2025-09-09,58.40990924542422,41.41844859626282,4.067485554300355,4.094019,,,1.902565032987591
00000000-0000-0000-0000-000000000001,2025-09-10,58.70764193310883,41.61436163626138,4.072569904614539,4.092237,,,1.8393589957196548
00000000-0000-0000-0000-000000000001,2025-09-11,56.32987262097881,40.64567634105426,4.031224991604205,4.079914,,,1.7951683378969232
00000000-0000-0000-0000-000000000001,2025-09-12,55.81730578592019,40.331536954373185,4.022083960836562,4.080369,,,1.8759588674440328
00000000-0000-0000-0000-000000000001,2025-09-13,56.181349074317026,41.4738310143289,4.028584834814569,4.067159,,,1.9271562868128098
00000000-0000-0000-0000-000000000001,2025-09-14,60.94895173402546,42.06048873014358,4.110036656993907,4.06817,,,1.9271562868128096
00000000-0000-0000-0000-000000000001,2025-09-15,60.40429944129678,42.97210412036487,4.101060285210321,4.061864,,,1.926307736030723
00000000-0000-0000-0000-000000000001,2025-09-16,56.66845834515013,40.593300454639405,4.037217765737909,4.05754,,,1.9815148720705849
00000000-0000-0000-0000-000000000001,2025-09-17,60.774780595846714,43.41605746855764,4.10717491009031,4.062483,,,2.081645330950159
00000000-0000-0000-0000-000000000001,2025-09-18,60.43847440422586,42.07003821756711,4.1016258955940055,4.072541,,,2.171056270741637
00000000-0000-0000-0000-000000000001,2025-09-19,57.62992037478049,40.56889042092498,4.0540418837849534,4.077106,,,2.1719421517856716
00000000-0000-0000-0000-000000000001,2025-09-20,60.12921640789117,42.935339977739346,4.096495853333289,4.086808,,,2.0617262694996077
00000000-0000-0000-0000-000000000001,2025-09-21,56.07472989141538,39.7064315686996,4.026685263478315,4.0749,,,2.0617262694996077
00000000-0000-0000-0000-000000000001,2025-09-22,55.88019468355544,42.11743871806968,4.023210018340377,4.063779,,1.0363722374959852,2.0631038918802465
00000000-0000-0000-0000-000000000001,2025-09-23,55.18162944178328,40.0745513436811,4.010630097925157,4.059981,,1.0748230179993716,2.1195276228060664
00000000-0000-0000-0000-000000000001,2025-09-24,54.892735513564425,39.572181568386355,4.005381017602839,4.045439,,1.0870569610181258,2.13966127700887
00000000-0000-0000-0000-000000000001,2025-09-25,56.32665848319907,39.97284612139134,4.031167930770729,4.035373,,1.1494949860490258,2.129574020160277
00000000-0000-0000-0000-000000000001,2025-09-26,59.07231677855964,41.713145802311665,4.078762401449968,4.038905,,1.1393248820197814,2.1298061626279265
00000000-0000-0000-0000-000000000001,2025-09-27,61.21832015454372,44.08440214230956,4.114446493652782,4.041469,,1.2810025890256973,1.882774268670663
00000000-0000-0000-0000-000000000001,2025-09-28,65.45373846788358,45.82995532548319,4.1813436101728385,4.063563,1.1661289452240124,1.0319187522707005,1.882774268670663
00000000-0000-0000-0000-000000000001,2025-09-29,59.037912334337086,41.93975367972334,4.078179819476263,4.071416,1.1570901459293796,1.0693133036537597,1.8968476437985198
00000000-0000-0000-0000-000000000001,2025-09-30,60.37520631428172,41.55705065357266,4.100578529180674,4.084266,1.1325437137205556,1.0617443473200534,1.869643375297558
00000000-0000-0000-0000-000000000001,2025-10-01,63.4506217621092,45.548148653910445,4.150261993357605,4.104963,1.1103722234851958,1.0375964633060017,1.8258259334599658
00000000-0000-0000-0000-000000000001,2025-10-02,57.462271485226815,42.42131731164557,4.051128584360929,4.107814,1.0151897703510846,0.9654874380196325,1.6337360528394653
00000000-0000-0000-0000-000000000001,2025-10-03,54.594188268630894,38.58458185457711,3.999927435119044,4.096552,0.9391074572682431,0.886932045562099,1.4425982369825565
00000000-0000-0000-0000-000000000001,2025-10-04,53.00485796528526,39.249890010246226,3.9703835690739897,4.075972,0.8747554191437048,1.0457821801230638,1.6347463116371084
00000000-0000-0000-0000-000000000001,2025-10-05,62.072790570033376,42.94974296660153,4.128307737849525,4.068395,0.8747554191437048,0.8424356450991348,1.6347463116371084
00000000-0000-0000-0000-000000000001,2025-10-06,57.147783014343474,43.58859301736442,4.045640597088436,4.063747,0.845702139835958,0.89978170255758,1.634794935834665
00000000-0000-0000-0000-000000000001,2025-10-07,59.07970435726439,42.318663011138625,4.078887453542067,4.060648,0.8636984178995617,0.9571236746574386,1.6360991795570268
00000000-0000-0000-0000-000000000001,2025-10-08,56.97679321893592,40.03389509882864,4.0426440484220825,4.045274,0.8544547547532659,0.9657843061033986,1.6321838554592074
00000000-0000-0000-0000-000000000001,2025-10-09,58.57788803354534,40.368363181053965,4.070357288061817,4.048021,0.8651370567081959,0.9283209135908751,1.6545265991591658
00000000-0000-0000-0000-000000000001,2025-10-10,60.114579758981435,40.9399829933273,4.096252403784147,4.061782,0.8994960836190327,0.8870821820541389,1.7183695292758712
00000000-0000-0000-0000-000000000001,2025-10-11,63.56540747580769,41.941377865629,4.152069414761586,4.087737,0.8814048348445621,1.0481635844269914,1.7531712302619882
00000000-0000-0000-0000-000000000001,2025-10-12,58.188150847398774,40.44232428076337,4.063681740322077,4.078505,0.8814048348445621,0.8443539985661874,1.7531712302619882
00000000-0000-0000-0000-000000000001,2025-10-13,56.82410957015008,40.12070017984521,4.039960699930839,4.077693,0.8909607328064478,0.9125963449840417,1.7542511183536595
00000000-0000-0000-0000-000000000001,2025-10-14,54.236457263974835,37.919633974050925,3.9933533255692946,4.065474,0.895898963848071,0.9929928138495953,1.7499683904905254
00000000-0000-0000-0000-000000000001,2025-10-15,60.413185240242655,43.34313554106931,4.101207379796594,4.07384,0.8869856287824566,0.9777026560590701,1.7233223338560122
00000000-0000-0000-0000-000000000001,2025-10-16,57.73973514414763,41.19969154309825,4.05594558718145,4.071782,0.8898667429732853,0.9206046826140112,1.6709715221167578
00000000-0000-0000-0000-000000000001,2025-10-17,60.63911771428228,42.59106081222986,4.104940191661685,4.073023,0.8800683622339696,0.8379879660967529,1.5426509593781499
00000000-0000-0000-0000-000000000001,2025-10-18,58.318703211233064,41.3645053074061,4.065922851706152,4.060716,0.8512041625036695,0.9839596847465606,1.6445394744617172
00000000-0000-0000-0000-000000000001,2025-10-19,59.3357901937826,41.779073799201576,4.083212668527079,4.063506,0.8512041625036695,0.7926341904902848,1.6445394744617172
00000000-0000-0000-0000-000000000001,2025-10-20,64.82414214839017,44.477452837690024,4.171678097991855,4.082323,0.8082871210208974,0.8021872332311596,1.5712303777949455
00000000-0000-0000-0000-000000000001,2025-10-21,53.77611703309109,38.50050652444516,3.9848294472874906,4.081105,0.8057823511403284,0.9325940188718777,1.574505192103458
00000000-0000-0000-0000-000000000001,2025-10-22,62.340547419330164,44.67500894847096,4.132612055489764,4.085592,0.8246279027330522,0.9646107428771602,1.5847122637139643
00000000-0000-0000-0000-000000000001,2025-10-23,60.72527743345545,42.62357695917586,4.106360043563768,4.092794,0.8662731072299519,0.9443627699529599,1.629379837168173
00000000-0000-0000-0000-000000000001,2025-10-24,62.37377117053381,43.53571104774671,4.133144853204818,4.096823,0.9670170460998724,0.9911542295726272,1.8822526859494384
00000000-0000-0000-0000-000000000001,2025-10-25,57.17045870980779,39.42265957376347,4.046037308854112,4.093982,0.9767099588950368,1.067337548043012,1.9538572603538977
00000000-0000-0000-0000-000000000001,2025-10-26,59.60719958413977,42.676576471604456,4.087776365167373,4.094634,0.9767099588950368,0.8597996914790933,1.9538572603538977
00000000-0000-0000-0000-000000000001,2025-10-27,66.47515947116682,45.41970706423959,4.196828336090731,4.098227,1.0880102044496438,1.006227119069184,2.0217566438042835
00000000-0000-0000-0000-000000000001,2025-10-28,62.05263834537574,44.9836794274285,4.127983030414299,4.118677,1.0426715827850888,1.0074415298257582,1.9953530757541658
00000000-0000-0000-0000-000000000001,2025-10-29,59.89441111868693,41.93335653208135,4.092583197240595,4.112959,1.088048089155548,1.089223332628168,1.9884084937556468
00000000-0000-0000-0000-000000000001,2025-10-30,56.12935927582639,40.162959253794156,4.027659013884972,4.101716,1.2218822567204077,1.2507682952257686,1.8842288376973595
00000000-0000-0000-0000-000000000001,2025-10-31,59.754739864823605,43.320474195539944,4.090248515946865,4.095588,1.204954884229996,1.205217624720761,1.900057573448118
00000000-0000-0000-0000-000000000001,2025-11-01,60.16096071576506,41.420515253340476,4.097023648858575,4.102872,1.319956637307588,1.3382185845281402,1.762679009611317
00000000-0000-0000-0000-000000000001,2025-11-02,50.606556841114845,37.418599899268116,3.9240811497386328,4.079487,1.319956637307588,1.0780094153143354,1.762679009611317
00000000-0000-0000-0000-000000000001,2025-11-03,63.69992118260541,43.502094800904864,4.154183325255616,4.073395,1.3232624313156638,1.1541517283498386,1.7784089461995722
00000000-0000-0000-0000-000000000001,2025-11-04,56.4724121159861,38.564541813270395,4.033752237771354,4.059933,1.3826997928427502,1.1719297435563152,1.9273363885817938
00000000-0000-0000-0000-000000000001,2025-11-05,54.76971902145,39.235261752847144,4.003137468628189,4.047155,1.2939443704861542,1.0474131031039446,1.6381528338471096
00000000-0000-0000-0000-000000000001,2025-11-06,61.30110532577465,44.532919888130316,4.1157978741951755,4.059746,1.1078053431837993,0.9721857474903374,1.486236466558042
00000000-0000-0000-0000-000000000001,2025-11-07,63.85568501824858,43.76149780224832,4.1566256156057975,4.069229,1.04717760479855,0.9201971217482265,1.3798880646359128
00000000-0000-0000-0000-000000000001,2025-11-08,59.13679199901379,42.51847387410077,4.079853268770002,4.066776,0.9463941618277061,1.0207130883464524,1.5762568919221218
00000000-0000-0000-0000-000000000001,2025-11-09,61.8408105777044,44.17206065995597,4.124563511853424,4.095416,0.9463941618277061,0.8222410989457533,1.5762568919221218
00000000-0000-0000-0000-000000000001,2025-11-10,60.2076905486845,43.551938714660835,4.097800094133589,4.087361,0.8347223091631921,0.8271755372673965,1.5958587273906895
00000000-0000-0000-0000-000000000001,2025-11-11,64.11397091313128,42.687246518052,4.160662295140939,4.105491,0.8649577042257212,1.0152469968395779,1.4780389094999986
00000000-0000-0000-0000-000000000001,2025-11-12,58.622343380932456,41.6739818025839,4.071115910275828,4.115203,1.0232467551002788,1.1694359812663333,1.5110333414520414
00000000-0000-0000-0000-000000000001,2025-11-13,57.947716766998646,41.655335410990986,4.059541168957766,4.107166,0.9932753324366077,1.0176322880812505,1.3943848141642963
00000000-0000-0000-0000-000000000001,2025-11-14,57.611045656798325,40.90271099730898,4.053714314192283,4.092464,1.004721775678146,0.9907848988710839,1.4528145801676897
00000000-0000-0000-0000-000000000001,2025-11-15,55.17071408096178,39.40283894485054,4.0104322704842765,4.082547,1.0081010482005104,1.0755528266655665,1.4524037572045136
00000000-0000-0000-0000-000000000001,2025-11-16,57.24719921572968,42.111450976709556,4.047378719241641,4.071521,1.0081010482005106,0.8664175548139285,1.4524037572045139
00000000-0000-0000-0000-000000000001,2025-11-17,63.384102135547494,44.179351427939785,4.14921307503908,4.078865,1.0464070592203831,0.935816244809877,1.5517840033462182
