user_id,date,srpe,atl_rolling,ctl_rolling,acwr_rolling,atl_ewma,ctl_ewma,acwr_ewma,monotony,strain
00000000-0000-0000-0000-000000000001,2025-09-01,339.1,,,,339.12208029994343,339.12208029994343,,,
00000000-0000-0000-0000-000000000001,2025-09-02,358.1,,,,343.8779142995115,340.4340345067208,,,
00000000-0000-0000-0000-000000000001,2025-09-03,391.8,,,,355.86839872825146,343.9792633003588,,,
00000000-0000-0000-0000-000000000001,2025-09-04,418.0,,,,371.4074578132142,349.0858406636515,,,
00000000-0000-0000-0000-000000000001,2025-09-05,361.3,,,,368.8725050250057,349.92596521515,,,
00000000-0000-0000-0000-000000000001,2025-09-06,662.3,,,,442.23746759299877,371.4712334966553,,3.4831364856969436,8814.884914696308
00000000-0000-0000-0000-000000000001,2025-09-07,0.0,361.5331408054416,,,331.6781006947491,345.8525277382653,,1.863597781944267,4716.266515130557
00000000-0000-0000-0000-000000000001,2025-09-08,491.1,383.2380704864305,,,371.52272253777824,355.86660086437564,,1.921053942981853,5153.547044861002
00000000-0000-0000-0000-000000000001,2025-09-09,658.4,426.1334813265239,,,443.24536494805113,376.73188992054764,,1.902565032987591,5675.226626699805
00000000-0000-0000-0000-000000000001,2025-09-10,329.2,417.1852747664166,,,414.7346252344684,373.4539944842147,,1.8393589957196548,5371.47441616369
00000000-0000-0000-0000-000000000001,2025-09-11,360.5,408.9660922125992,,,401.17355822369666,372.55995053298483,,1.7951683378969232,5139.140860094441
00000000-0000-0000-0000-000000000001,2025-09-12,527.2,432.6727481779608,,,432.6837282722501,383.2257634905659,,1.8759588674440328,5681.733950520772
00000000-0000-0000-0000-000000000001,2025-09-13,571.9,419.75831708588333,,,467.49563061729646,396.2399410189707,,1.9271562868128098,5662.579157998174
00000000-0000-0000-0000-000000000001,2025-09-14,0.0,419.7583170858833,,,350.62172296297234,368.91304853490374,,1.9271562868128096,5662.579157998173
00000000-0000-0000-0000-000000000001,2025-09-15,557.9,429.3059706947509,,,402.4388330544639,381.9459530034579,,1.926307736030723,5788.827887314343
00000000-0000-0000-0000-000000000001,2025-09-16,410.6,393.8993760228392,,,404.47090715971996,383.91982724290824,,1.9815148720705849,5463.622301820056
00000000-0000-0000-0000-000000000001,2025-09-17,448.9,410.9924968045025,,,415.56674326113085,388.3980634030775,,2.081645330950159,5988.784284200485
00000000-0000-0000-0000-000000000001,2025-09-18,513.3,432.8200459037641,,,439.99585766740114,397.0108315053626,,2.171056270741637,6577.736723334352
00000000-0000-0000-0000-000000000001,2025-09-19,497.1,428.51521389141396,,,454.2669968334158,403.91218204509346,,2.1719421517856716,6514.971790125504
00000000-0000-0000-0000-000000000001,2025-09-20,692.0,445.6709921988586,,,513.7056940761988,423.7818098905731,,2.0617262694996077,6431.96114519239
00000000-0000-0000-0000-000000000001,2025-09-21,0.0,445.6709921988586,,,385.2792705571491,394.55547817398184,,2.0617262694996077,6431.96114519239
00000000-0000-0000-0000-000000000001,2025-09-22,513.9,439.3882154537858,,,417.43713444621915,402.7868745835989,1.0363722374959852,2.0631038918802465,6345.524761443152
00000000-0000-0000-0000-000000000001,2025-09-23,511.7,453.83172145323937,,,440.99576870258005,410.29617092070674,1.0748230179993716,2.1195276228060664,6733.362088080386
00000000-0000-0000-0000-000000000001,2025-09-24,482.8,458.68442291357485,,,451.452616973863,415.2980323598106,1.0870569610181258,2.13966127700887,6870.005086527352
00000000-0000-0000-0000-000000000001,2025-09-25,620.1,473.9475845935464,,,493.6207958919006,429.42405306920386,1.1494949860490258,2.129574020160277,7065.145241476921
00000000-0000-0000-0000-000000000001,2025-09-26,497.6,474.01745886871356,,,494.6079804833328,434.1237414270263,1.1393248820197814,2.1298061626279265,7066.95713564271
00000000-0000-0000-0000-000000000001,2025-09-27,908.1,504.8911542188138,,,597.9903986763122,466.8143560358693,1.2810025890256973,1.882774268670663,6654.172515498299
00000000-0000-0000-0000-000000000001,2025-09-28,0.0,504.8911542188138,432.96340107724933,1.1661289452240124,448.49279900723417,434.6202625161542,1.0319187522707005,1.882774268670663,6654.172515498299
00000000-0000-0000-0000-000000000001,2025-09-29,546.5,509.54780555186306,440.3700155467076,1.1570901459293796,472.996420616619,442.33660892502445,1.0693133036537597,1.8968476437985198,6765.741880546305
00000000-0000-0000-0000-000000000001,2025-09-30,466.8,503.131408753261,444.2489968889659,1.1325437137205556,471.4365389328264,444.02076650822613,1.0617443473200534,1.869643375297558,6584.734136957635
00000000-0000-0000-0000-000000000001,2025-10-01,422.3,494.491383223131,445.33839442690623,1.1103722234851958,459.1631499688203,442.52574696123133,1.0375964633060017,1.8258259334599658,6319.986339528979
00000000-0000-0000-0000-000000000001,2025-10-02,291.2,447.50564124077107,440.80984098767027,1.0151897703510846,417.1786471689888,432.0912222583529,0.9654874380196325,1.6337360528394653,5117.742699608638
00000000-0000-0000-0000-000000000001,2025-10-03,232.6,409.6522012069303,436.2144055362546,0.9391074572682431,371.0328488819274,418.3328934143798,0.886932045562099,1.4425982369825565,4136.744802659988
00000000-0000-0000-0000-000000000001,2025-10-04,725.4,383.552461383619,438.4682312217937,0.8747554191437048,459.6345052844634,439.51265762663434,1.0457821801230638,1.6347463116371084,4389.076800963439
00000000-0000-0000-0000-000000000001,2025-10-05,0.0,383.552461383619,438.4682312217937,0.8747554191437048,344.72587896334755,409.20143985928024,0.8424356450991348,1.6347463116371084,4389.076800963439
00000000-0000-0000-0000-000000000001,2025-10-06,448.3,369.52192001683176,436.94097792930785,0.845702139835958,370.6177831918265,411.8974437225894,0.89978170255758,1.634794935834665,4228.6479446639305
00000000-0000-0000-0000-000000000001,2025-10-07,484.2,372.0107199157589,430.71830653627467,0.8636984178995617,399.00796068735457,416.88234368475145,0.9571236746574386,1.6360991795570268,4260.525035484145
00000000-0000-0000-0000-000000000001,2025-10-08,412.2,370.5621766188834,433.682619890023,0.8544547547532659,402.3067655151843,416.559642740884,0.9657843061033986,1.6321838554592074,4233.779214848155
00000000-0000-0000-0000-000000000001,2025-10-09,313.5,373.74265270422796,432.0039811105774,0.8651370567081959,380.1021919781147,409.45128609440275,0.9283209135908751,1.6545265991591658,4328.57012097616
00000000-0000-0000-0000-000000000001,2025-10-10,281.2,380.68171721427854,423.2166477953341,0.8994960836190327,355.36887038136024,400.6042253700368,0.8870821820541389,1.7183695292758712,4579.063042494011
00000000-0000-0000-0000-000000000001,2025-10-11,700.1,377.0592216300719,427.7934573578408,0.8814048348445621,441.5471541366764,421.25786537228424,1.0481635844269914,1.7531712302619882,4627.345656267746
00000000-0000-0000-0000-000000000001,2025-10-12,0.0,377.0592216300719,427.7934573578408,0.8814048348445621,331.1603656025073,392.2055987948853,0.8443539985661874,1.7531712302619882,4627.345656267746
00000000-0000-0000-0000-000000000001,2025-10-13,453.7,377.8319128044449,424.0724634567313,0.8909607328064478,361.795857726349,396.4467529537121,0.9125963449840417,1.7542511183536595,4639.684389108299
00000000-0000-0000-0000-000000000001,2025-10-14,524.3,383.56557387761484,428.13485599996847,0.895898963848071,402.42542346629386,405.26519210767185,0.9929928138495953,1.7499683904905254,4698.593409763291
00000000-0000-0000-0000-000000000001,2025-10-15,367.4,377.170300861305,425.2270709042236,0.8869856287824566,393.67813482084665,402.65630085090174,0.9777026560590701,1.7233223338560122,4549.90202199035
00000000-0000-0000-0000-000000000001,2025-10-16,267.4,370.57953556927566,416.44385352695537,0.8898667429732853,362.09687969631005,393.3250466075775,0.9206046826140112,1.6709715221167578,4334.594954308596
00000000-0000-0000-0000-000000000001,2025-10-17,183.6,356.6474445884158,405.2497054695845,0.8800683622339696,317.4837269535019,378.86430330533614,0.8379879660967529,1.5426509593781499,3851.277657878596
00000000-0000-0000-0000-000000000001,2025-10-18,598.2,342.0994368339281,401.9005685166082,0.8512041625036695,387.67428299542934,393.9940721202241,0.9839596847465606,1.6445394744617172,3938.172196451623
00000000-0000-0000-0000-000000000001,2025-10-19,0.0,342.0994368339281,401.9005685166082,0.8512041625036695,290.755712246572,366.8220671464155,0.7926341904902848,1.6445394744617172,3938.172196451623
